Sentence,Tags
Most bats are nocturnal and many roost in caves or other refuges it is uncertain whether bats have these behaviours to escape predators,O ANIMAL O O O O O O O O O O O O O O ANIMAL O O O O O O
Bats are present throughout the world with the exception of extremely cold regions,ANIMAL O O O O O O O O O O O O
They are important in their ecosystems for pollinating flowers and dispersing seeds many tropical plants depend entirely on bats for these services,O O O O O O O O O O O O O O O O O O ANIMAL O O O
Bats provide humans with some direct benefits at the cost of some disadvantages,ANIMAL O O O O O O O O O O O O
Bat dung has been mined as guano from caves and used as fertiliser,ANIMAL O O O O O O O O O O O O
Bats consume insect pests reducing the need for pesticides and other insect management measures,ANIMAL O O O O O O O O O O O O O
Some bats are also predators of mosquitoes suppressing the transmission of mosquitoborne diseases,O ANIMAL O O O O O O O O O O O
Bats are sometimes numerous enough and close enough to human settlements to serve as tourist attractions and they are used as food across Asia and the Pacific Rim,ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O
However fruit bats are frequently considered pests by fruit growers,O O ANIMAL O O O O O O O
Due to their physiology bats are one type of animal that acts as a natural reservoir of many pathogens such as rabies and since they are highly mobile social and longlived they can readily spread disease among themselves,O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
If humans interact with bats these traits become potentially dangerous to humans,O O O O ANIMAL O O O O O O O
Depending on the culture bats may be symbolically associated with positive traits such as protection from certain diseases or risks rebirth or long life but in the West bats are popularly associated with darkness malevolence witchcraft vampires and death,O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O
An older English name for bats is flittermouse which matches their name in other Germanic languages for example German Fledermaus and Swedish fladdermus related to the fluttering of wings,O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O
Middle English had bakke most likely cognate with Old Swedish natbakka nightbat which may have undergone a shift from k to t to Modern English bat influenced by Latin blatta moth nocturnal insect,O O O O O O O O O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O
The word bat was probably first used in the early 1570s,O O ANIMAL O O O O O O O O
The name Chiroptera derives from Ancient Greek χείρ  kheír hand and πτερόν  pterón wing,O O O O O O O O O O O O O O O O
The delicate skeletons of bats do not fossilise well it is estimated that only 12 of bat genera that lived have been found in the fossil record,O O O O ANIMAL O O O O O O O O O O O ANIMAL O O O O O O O O O O
Most of the oldest known bat fossils were already very similar to modern microbats such as Archaeopteropus 32 million years ago,O O O O O ANIMAL O O O O O O O O O O O O O O O
The oldest known bat fossils include Archaeonycteris praecursor and Altaynycteris aurora 5556 million years ago both known only from isolated teeth,O O O ANIMAL O O O O O O O O O O O O O O O O O
The oldest complete bat skeleton is Icaronycteris gunnelli 52 million years ago known from two skeletons discovered in Wyoming,O O O ANIMAL O O O O O O O O O O O O O O O
The extinct bats Palaeochiropteryx tupaiodon and Hassianycteris kumari both of which lived 48 million years ago are the first fossil mammals whose colouration has been discovered both were reddishbrown,O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O
Bats were formerly grouped in the superorder Archonta along with the treeshrews Scandentia colugos Dermoptera and primates,ANIMAL O O O O O O O O O O O O O O O O
Modern genetic evidence now places bats in the superorder Laurasiatheria with its sister taxon as Ferungulata which includes carnivorans pangolins oddtoed ungulates and eventoed ungulates,O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O
One study places Chiroptera as a sister taxon to oddtoed ungulates Perissodactyla,O O O O O O O O O O O O
Bears are carnivoran mammals of the family Ursidae ,ANIMAL O O O O O O O O
They are classified as caniforms or doglike carnivorans,O O O O O O O O
Although only eight species of bears are extant they are widespread appearing in a wide variety of habitats throughout most of the Northern Hemisphere and partially in the Southern Hemisphere,O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O
Bears are found on the continents of North America South America and Eurasia,ANIMAL O O O O O O O O O O O O
Common characteristics of modern bears include large bodies with stocky legs long snouts small rounded ears shaggy hair plantigrade paws with five nonretractile claws and short tails,O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O
While the polar bear is mostly carnivorous and the giant panda is mostly herbivorous the remaining six species are omnivorous with varying diets,O O O ANIMAL O O O O O O O O O O O O O O O O O O O
With the exception of courting individuals and mothers with their young bears are typically solitary animals,O O O O O O O O O O O ANIMAL O O O O
They may be diurnal or nocturnal and have an excellent sense of smell,O O O O O O O O O O O O O
Despite their heavy build and awkward gait they are adept runners climbers and swimmers,O O O O O O O O O O O O O O
Bears use shelters such as caves and logs as their dens most species occupy their dens during the winter for a long period of hibernation up to 100 days,ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Bears have been hunted since prehistoric times for their meat and fur they have also been used for bearbaiting and other forms of entertainment such as being made to dance,ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
With their powerful physical presence they play a prominent role in the arts mythology and other cultural aspects of various human societies,O O O O O O O O O O O O O O O O O O O O O O
In modern times bears have come under pressure through encroachment on their habitats and illegal trade in bear parts including the Asian bile bear market,O O O ANIMAL O O O O O O O O O O O O O ANIMAL O O O O O ANIMAL O
The IUCN lists six bear species as vulnerable or endangered and even least concern species such as the brown bear are at risk of extirpation in certain countries,O O O O ANIMAL O O O O O O O O O O O O O O ANIMAL O O O O O O O O
The poaching and international trade of these most threatened populations are prohibited but still ongoing,O O O O O O O O O O O O O O O
The English word bear comes from Old English bera and belongs to a family of names for the bear in Germanic languages such as Swedish björn also used as a first name,O O O ANIMAL O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O
This form is conventionally said to be related to a ProtoIndoEuropean word for brown so that bear would mean the brown one,O O O O O O O O O O O O O O O O ANIMAL O O O O O
However Ringe notes that while this etymology is semantically plausible a word meaning brown of this form cannot be found in ProtoIndoEuropean,O O O O O O O O O O O O O O O O O O O O O O
He suggests instead that bear is from the ProtoIndoEuropean word ǵʰwḗr  ǵʰwér wild animal,O O O O ANIMAL O O O O O O O O O O
This terminology for the animal originated as a taboo avoidance term protoGermanic tribes replaced their original word for beararktowith this euphemistic expression out of fear that speaking the animals true name might cause it to appear,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
According to author Ralph Keyes this is the oldest known euphemism,O O O O O O O O O O O
Bear taxon names such as Arctoidea and Helarctos come from the ancient Greek ἄρκτος arktos meaning bear as do the names arctic and antarctic via the name of the constellation Ursa Major the Great Bear prominent in the northern sky,ANIMAL O O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O ANIMAL O O O O O
Bear taxon names such as Ursidae and Ursus come from Latin UrsusUrsa hebearshebear,ANIMAL O O O O O O O O O O O O
The female first name Ursula originally derived from a Christian saints name means little shebear diminutive of Latin ursa,O O O O O O O O O O O O O O O O O O O
In Switzerland the male first name Urs is especially popular while the name of the canton and city of Bern is by legend derived from Bär German for bear,O O O O O O O O O O O O O O O O O O O O O O O O O O O O ANIMAL
The Germanic name Bernard including Bernhardt and similar forms means bearbrave bearhardy or bold bear,O O O O O O O O O O O O O O ANIMAL
The Old English name Beowulf is a kenning beewolf for bear in turn meaning a brave warrior,O O O O O O O O O O ANIMAL O O O O O O
The family Ursidae is one of nine families in the suborder Caniformia or doglike carnivorans within the order Carnivora,O O O O O O O O O O O O O O O O O O O
Bears closest living relatives are the pinnipeds canids and musteloids,ANIMAL O O O O O O O O O
